bid,btype,dated,trsource,destination,trip,route,pcount,snum,adults,child,revenue
19595,KSRTC,18-02-20,Bagalkot,Mysuru,5,7,58,3,46,11,3265
21162,KSRTC,18-02-20,Karwar,Tumakuru,5,10,59,2,47,11,3346
21449,KSRTC,18-02-20,Yadgir,Bijapur,1,7,55,2,44,11,4149
21800,KSRTC,18-02-20,Karwar,Hassan,5,6,56,4,44,11,3328
23516,KSRTC,18-02-20,Bengaluru,Bijapur,3,3,58,3,46,11,3981
26430,KSRTC,18-02-20,Kolar,Gulbarga,5,2,55,2,44,11,3179
26659,KSRTC,18-02-20,Mysuru,Chikballapur,5,2,58,8,46,11,3429
27607,KSRTC,18-02-20,Raichur,Mysuru,3,3,60,7,48,12,4375
31191,KSRTC,18-02-20,Chamarajanagar,Mysuru,3,2,55,7,44,11,3086
31429,KSRTC,18-02-20,Karwar,Gulbarga,4,5,58,4,46,11,3306
35662,KSRTC,18-02-20,Bidar,Koppal,1,7,60,2,48,12,3233
40670,KSRTC,18-02-20,Chikballapur,Bagalkot,3,1,60,4,48,12,3376
42083,KSRTC,18-02-20,Mandya,DakshinaKannada,2,2,55,3,44,11,4238
42784,KSRTC,18-02-20,Mandya,Tumakuru,1,1,59,8,47,11,4185
44452,KSRTC,18-02-20,Shivamogga,Chikballapur,3,8,57,1,45,11,4086
51338,KSRTC,18-02-20,Bagalkot,Chamarajanagar,1,4,55,4,44,11,3069
51592,KSRTC,18-02-20,Gulbarga,Koppal,2,5,55,4,44,11,3302
56693,KSRTC,18-02-20,Hassan,Udupi,1,1,60,2,48,12,3339
59659,KSRTC,18-02-20,Mandya,Karwar,5,5,58,4,46,11,3755
61312,KSRTC,18-02-20,Bengaluru,Hassan,4,7,58,4,46,11,3039
63082,KSRTC,18-02-20,Bengaluru,Bagalkot,4,5,56,3,44,11,4291
67440,KSRTC,18-02-20,Gulbarga,Udupi,5,2,59,2,47,11,4414
69947,KSRTC,18-02-20,Koppal,Bijapur,3,10,58,2,46,11,3827
71046,KSRTC,18-02-20,Bidar,Ballari,2,6,57,2,45,11,3276
72314,KSRTC,18-02-20,Mysuru,Gulbarga,5,8,56,1,44,11,4264
75642,KSRTC,18-02-20,Mandya,Ramanagara,4,5,59,7,47,11,3774
76928,KSRTC,18-02-20,Raichur,Bijapur,4,2,57,5,45,11,3960
77932,KSRTC,18-02-20,DakshinaKannada,DakshinaKannada,3,6,59,1,47,11,3937
79831,KSRTC,18-02-20,Ramanagara,Bijapur,1,4,57,7,45,11,3198
80168,KSRTC,18-02-20,Koppal,Bidar,2,8,57,8,45,11,3991
81934,KSRTC,18-02-20,Koppal,Mysuru,5,10,59,7,47,11,3591
82231,KSRTC,18-02-20,DakshinaKannada,Gadag,2,7,60,1,48,12,4222
82816,KSRTC,18-02-20,Tumakuru,Bengaluru,2,1,58,8,46,11,3457
84449,KSRTC,18-02-20,Chikkamagaluru,Bengaluru,5,2,60,1,48,12,3164
85256,KSRTC,18-02-20,Davangere,Gulbarga,4,1,55,4,44,11,4211
956,KSRTC,19-02-20,Ramanagara,DakshinaKannada,5,5,55,2,44,11,3681
6420,KSRTC,19-02-20,Hassan,Chikballapur,3,8,60,6,48,12,4072
9269,KSRTC,19-02-20,Chamarajanagar,Davangere,3,7,60,2,48,12,3823
18799,KSRTC,19-02-20,Kolar,Chamarajanagar,2,8,60,1,48,12,4090
28106,KSRTC,19-02-20,Chikkamagaluru,Chikkamagaluru,5,2,59,7,47,11,3298
28131,KSRTC,19-02-20,Bidar,Kolar,1,5,55,7,44,11,4253
31121,KSRTC,19-02-20,Koppal,Gadag,4,4,59,3,47,11,3500
32276,KSRTC,19-02-20,Karwar,Davangere,2,9,57,5,45,11,3030
33324,KSRTC,19-02-20,Shivamogga,Dharwad,4,7,60,4,48,12,4279
36768,KSRTC,19-02-20,Shivamogga,Kolar,4,3,57,4,45,11,3179
37528,KSRTC,19-02-20,Ramanagara,Bagalkot,2,5,57,8,45,11,3866
40594,KSRTC,19-02-20,Bengaluru,Ballari,5,9,56,1,44,11,4214
43058,KSRTC,19-02-20,Yadgir,Tumakuru,5,10,55,3,44,11,3159
44973,KSRTC,19-02-20,Mandya,Belagavi,1,7,55,4,44,11,4377
47160,KSRTC,19-02-20,Kodagu,Karwar,4,8,60,3,48,12,3245
48629,KSRTC,19-02-20,Gadag,Bengaluru,2,9,58,6,46,11,3318
49010,KSRTC,19-02-20,Karwar,Belagavi,4,4,58,4,46,11,4085
49514,KSRTC,19-02-20,Ramanagara,Chikkamagaluru,3,5,60,8,48,12,3185
49835,KSRTC,19-02-20,Shivamogga,Ballari,1,3,56,1,44,11,3487
50826,KSRTC,19-02-20,Gulbarga,Bengaluru,1,3,56,5,44,11,3136
51782,KSRTC,19-02-20,Koppal,Shivamogga,2,8,59,3,47,11,3551
54543,KSRTC,19-02-20,Chamarajanagar,Chamarajanagar,1,6,57,6,45,11,4055
58002,KSRTC,19-02-20,Chikkamagaluru,Gulbarga,2,5,59,8,47,11,4326
63733,KSRTC,19-02-20,Ballari,Gadag,4,8,56,6,44,11,3161
71360,KSRTC,19-02-20,Tumakuru,Chitradurga,4,5,59,2,47,11,4454
72360,KSRTC,19-02-20,Karwar,Yadgir,1,1,58,3,46,11,3783
75649,KSRTC,19-02-20,Gadag,Ballari,3,9,57,5,45,11,4411
78192,KSRTC,19-02-20,DakshinaKannada,Gadag,3,1,57,2,45,11,3728
81154,KSRTC,19-02-20,Ramanagara,Bidar,1,10,59,6,47,11,4486
83842,KSRTC,19-02-20,Belagavi,Kodagu,1,8,55,1,44,11,3294
2897,KSRTC,20-02-20,Chitradurga,Bijapur,5,8,59,3,47,11,3669
8334,KSRTC,20-02-20,Bengaluru,Chitradurga,4,9,56,2,44,11,3468
11124,KSRTC,20-02-20,DakshinaKannada,Bagalkot,3,3,58,2,46,11,3006
11183,KSRTC,20-02-20,Gulbarga,Gulbarga,5,7,56,6,44,11,3200
12570,KSRTC,20-02-20,Bagalkot,Bengaluru,5,4,59,4,47,11,4462
13039,KSRTC,20-02-20,Yadgir,Chikballapur,5,1,60,8,48,12,3245
13229,KSRTC,20-02-20,Tumakuru,Bengaluru,3,8,59,8,47,11,3077
13612,KSRTC,20-02-20,Chitradurga,Davangere,2,1,60,7,48,12,3544
13795,KSRTC,20-02-20,Bengaluru,Bengaluru,1,4,59,5,47,11,3150
14755,KSRTC,20-02-20,Davangere,Bengaluru,4,9,58,1,46,11,3050
16589,KSRTC,20-02-20,Yadgir,Hassan,4,4,57,7,45,11,4440
16703,KSRTC,20-02-20,Dharwad,Chamarajanagar,5,8,57,6,45,11,3593
19143,KSRTC,20-02-20,Hassan,Tumakuru,1,5,60,1,48,12,3497
22339,KSRTC,20-02-20,Koppal,Bijapur,5,3,57,7,45,11,3771
22526,KSRTC,20-02-20,DakshinaKannada,Bidar,5,6,57,7,45,11,3531
24344,KSRTC,20-02-20,DakshinaKannada,Udupi,3,9,60,8,48,12,3043
24884,KSRTC,20-02-20,Koppal,Chitradurga,1,4,55,4,44,11,4279
32917,KSRTC,20-02-20,Tumakuru,Karwar,3,4,60,3,48,12,4277
35160,KSRTC,20-02-20,Koppal,Chikballapur,2,7,60,7,48,12,3206
36662,KSRTC,20-02-20,Karwar,DakshinaKannada,4,1,59,5,47,11,3481
36891,KSRTC,20-02-20,Gadag,DakshinaKannada,5,5,58,7,46,11,3690
43857,KSRTC,20-02-20,Gulbarga,Belagavi,3,4,56,1,44,11,3315
44627,KSRTC,20-02-20,Chikkamagaluru,Haveri,4,6,58,3,46,11,3848
45006,KSRTC,20-02-20,Bidar,Chikballapur,2,9,59,7,47,11,4226
47862,KSRTC,20-02-20,Karwar,Karwar,1,9,55,5,44,11,4215
48051,KSRTC,20-02-20,Bengaluru,Koppal,1,5,57,6,45,11,3036
52705,KSRTC,20-02-20,Haveri,Kolar,5,4,60,1,48,12,3133
54120,KSRTC,20-02-20,Ballari,Karwar,2,7,59,7,47,11,3690
54396,KSRTC,20-02-20,Gadag,Bidar,1,9,56,2,44,11,3467
54602,KSRTC,20-02-20,Ballari,Kolar,4,4,59,2,47,11,3807
59269,KSRTC,20-02-20,Kolar,Raichur,4,9,59,8,47,11,4015
60063,KSRTC,20-02-20,Yadgir,Raichur,3,2,56,1,44,11,4349
60398,KSRTC,20-02-20,Shivamogga,Bidar,3,5,57,1,45,11,3526
62497,KSRTC,20-02-20,Raichur,Bengaluru,1,6,55,7,44,11,4454
69897,KSRTC,20-02-20,Ramanagara,Belagavi,2,3,59,4,47,11,4249
70241,KSRTC,20-02-20,Chitradurga,Bengaluru,1,1,56,8,44,11,3445
75482,KSRTC,20-02-20,Udupi,Mandya,1,1,55,6,44,11,3129
77572,KSRTC,20-02-20,Gulbarga,Haveri,4,7,59,7,47,11,4348
80986,KSRTC,20-02-20,Mandya,Belagavi,4,1,60,1,48,12,4331
83186,KSRTC,20-02-20,Kodagu,Mysuru,5,4,55,6,44,11,3742
4568,KSRTC,21-02-20,Tumakuru,Chikballapur,3,7,55,8,44,11,3647
8126,KSRTC,21-02-20,Davangere,Hassan,2,6,56,4,44,11,3729
10908,KSRTC,21-02-20,Bidar,Hassan,5,5,56,4,44,11,3557
12042,KSRTC,21-02-20,Koppal,Koppal,4,8,59,6,47,11,4017
13075,KSRTC,21-02-20,Chikballapur,Yadgir,2,3,56,3,44,11,4237
14364,KSRTC,21-02-20,Mandya,Karwar,2,6,57,8,45,11,3323
14406,KSRTC,21-02-20,Bagalkot,Bidar,5,10,55,7,44,11,4399
15113,KSRTC,21-02-20,Kodagu,Shivamogga,4,5,59,4,47,11,3614
15310,KSRTC,21-02-20,Bagalkot,Mysuru,2,10,55,8,44,11,3165
16339,KSRTC,21-02-20,Chitradurga,Chikballapur,1,4,56,7,44,11,3975
17946,KSRTC,21-02-20,Bagalkot,Kolar,3,5,57,5,45,11,3033
21171,KSRTC,21-02-20,Mandya,Gadag,1,8,55,6,44,11,3231
21613,KSRTC,21-02-20,Tumakuru,Dharwad,3,5,58,1,46,11,3504
23037,KSRTC,21-02-20,Gulbarga,Bidar,2,7,56,3,44,11,3133
23665,KSRTC,21-02-20,Karwar,Ballari,3,1,57,4,45,11,3797
27877,KSRTC,21-02-20,Chamarajanagar,Kolar,3,1,56,3,44,11,3250
30583,KSRTC,21-02-20,Karwar,Hassan,5,1,57,2,45,11,4094
36958,KSRTC,21-02-20,Koppal,Yadgir,5,4,56,7,44,11,3646
46194,KSRTC,21-02-20,Bijapur,Bengaluru,2,10,57,8,45,11,3546
46702,KSRTC,21-02-20,Hassan,Ramanagara,2,3,55,7,44,11,4020
49395,KSRTC,21-02-20,Udupi,Yadgir,5,4,60,8,48,12,4397
53163,KSRTC,21-02-20,Gulbarga,Ramanagara,3,9,55,4,44,11,4369
53418,KSRTC,21-02-20,Kodagu,Dharwad,4,9,57,7,45,11,3032
55747,KSRTC,21-02-20,Ballari,Mysuru,5,3,55,6,44,11,3324
56683,KSRTC,21-02-20,Bengaluru,Haveri,4,6,55,6,44,11,3498
57442,KSRTC,21-02-20,Yadgir,Chikkamagaluru,5,5,59,6,47,11,4479
58159,KSRTC,21-02-20,Gulbarga,Belagavi,3,6,59,6,47,11,4276
58300,KSRTC,21-02-20,Kolar,Dharwad,1,7,56,8,44,11,4424
61570,KSRTC,21-02-20,Yadgir,Bengaluru,4,10,60,6,48,12,3890
64902,KSRTC,21-02-20,Ballari,Ballari,1,10,59,7,47,11,3057
69281,KSRTC,21-02-20,Mysuru,Koppal,1,5,60,2,48,12,3163
69739,KSRTC,21-02-20,DakshinaKannada,Ramanagara,4,4,60,3,48,12,3882
71899,KSRTC,21-02-20,Bidar,Bengaluru,5,5,57,7,45,11,4354
74892,KSRTC,21-02-20,Raichur,Haveri,5,9,55,8,44,11,3662
75390,KSRTC,21-02-20,Belagavi,Gadag,1,1,57,2,45,11,3529
79812,KSRTC,21-02-20,Bidar,Udupi,4,1,57,5,45,11,4009
81908,KSRTC,21-02-20,DakshinaKannada,Belagavi,4,4,55,8,44,11,3161
82128,KSRTC,21-02-20,Davangere,Haveri,3,1,56,5,44,11,3280
82369,KSRTC,21-02-20,Mysuru,Ballari,2,8,56,6,44,11,3962
84341,KSRTC,21-02-20,Hassan,Udupi,2,3,60,4,48,12,3159
749,KSRTC,22-02-20,Haveri,Udupi,5,10,56,1,44,11,3529
5629,KSRTC,22-02-20,Belagavi,Davangere,5,7,56,1,44,11,4045
5685,KSRTC,22-02-20,Belagavi,Dharwad,2,8,55,3,44,11,4148
7405,KSRTC,22-02-20,Karwar,Bagalkot,4,2,57,5,45,11,3991
10858,KSRTC,22-02-20,Bijapur,Kodagu,1,4,56,2,44,11,3180
13001,KSRTC,22-02-20,Chikkamagaluru,Mysuru,2,9,56,8,44,11,4027
13908,KSRTC,22-02-20,Koppal,Bijapur,3,9,56,1,44,11,4076
14034,KSRTC,22-02-20,Karwar,DakshinaKannada,2,1,55,2,44,11,3366
14045,KSRTC,22-02-20,Chamarajanagar,Gulbarga,1,5,55,3,44,11,3073
14350,KSRTC,22-02-20,Kodagu,Chikballapur,5,9,56,4,44,11,3469
15833,KSRTC,22-02-20,Tumakuru,Udupi,1,3,56,7,44,11,3228
16234,KSRTC,22-02-20,Gulbarga,Dharwad,1,4,57,5,45,11,4395
25339,KSRTC,22-02-20,Bijapur,Kolar,5,4,55,2,44,11,3848
27314,KSRTC,22-02-20,Tumakuru,Bengaluru,3,2,57,1,45,11,3159
29605,KSRTC,22-02-20,Tumakuru,Mandya,5,7,60,1,48,12,3804
34832,KSRTC,22-02-20,Kodagu,Karwar,2,2,58,7,46,11,4100
35169,KSRTC,22-02-20,Karwar,Ballari,3,1,56,7,44,11,3722
36029,KSRTC,22-02-20,Gadag,Bijapur,3,3,60,7,48,12,3845
38165,KSRTC,22-02-20,Mandya,Yadgir,1,5,60,3,48,12,4114
41615,KSRTC,22-02-20,Bijapur,Bidar,3,5,57,3,45,11,4350
42015,KSRTC,22-02-20,Yadgir,Raichur,2,2,59,3,47,11,3099
46905,KSRTC,22-02-20,Koppal,Gulbarga,1,2,58,8,46,11,3865
47578,KSRTC,22-02-20,Bengaluru,Davangere,3,1,59,8,47,11,3920
56317,KSRTC,22-02-20,Gulbarga,Kolar,1,8,60,7,48,12,3427
62353,KSRTC,22-02-20,Bidar,Gulbarga,3,2,59,6,47,11,4393
63585,KSRTC,22-02-20,Kolar,Mandya,4,7,56,3,44,11,4056
65244,KSRTC,22-02-20,Gadag,Belagavi,4,10,60,2,48,12,4456
71599,KSRTC,22-02-20,Hassan,Ballari,1,3,60,3,48,12,3073
75985,KSRTC,22-02-20,Gadag,Bidar,5,1,56,6,44,11,4109
77136,KSRTC,22-02-20,Mandya,Raichur,5,3,58,6,46,11,4237
83709,KSRTC,22-02-20,Karwar,Chikballapur,5,3,60,3,48,12,3505
84924,KSRTC,22-02-20,Koppal,Belagavi,1,1,55,4,44,11,3295
2852,KSRTC,23-02-20,Chikballapur,Udupi,3,10,58,1,46,11,4184
4626,KSRTC,23-02-20,Ramanagara,Gadag,4,10,58,7,46,11,3214
8166,KSRTC,23-02-20,Mysuru,Tumakuru,2,4,56,6,44,11,4217
8451,KSRTC,23-02-20,Bengaluru,Gadag,1,3,60,6,48,12,4496
12117,KSRTC,23-02-20,Ramanagara,DakshinaKannada,4,4,58,8,46,11,4092
16797,KSRTC,23-02-20,Kodagu,Gulbarga,5,3,58,5,46,11,4065
25514,KSRTC,23-02-20,Shivamogga,Shivamogga,1,7,60,4,48,12,4453
27280,KSRTC,23-02-20,Koppal,Haveri,4,5,60,4,48,12,3032
27519,KSRTC,23-02-20,Gadag,Gulbarga,2,5,57,2,45,11,3489
29084,KSRTC,23-02-20,Ballari,Gulbarga,3,3,55,3,44,11,4086
31495,KSRTC,23-02-20,Raichur,Kodagu,5,1,60,8,48,12,4050
31757,KSRTC,23-02-20,Bagalkot,Shivamogga,2,9,60,8,48,12,3789
33950,KSRTC,23-02-20,Gadag,Bengaluru,2,2,60,8,48,12,3040
39299,KSRTC,23-02-20,Dharwad,Chamarajanagar,3,3,60,4,48,12,3695
39421,KSRTC,23-02-20,Chamarajanagar,Udupi,1,3,60,8,48,12,4242
40780,KSRTC,23-02-20,DakshinaKannada,Mysuru,2,1,59,3,47,11,3889
42627,KSRTC,23-02-20,Bidar,Bijapur,4,3,57,6,45,11,4275
43342,KSRTC,23-02-20,Karwar,Belagavi,2,1,59,8,47,11,4269
45449,KSRTC,23-02-20,Chamarajanagar,Belagavi,2,7,58,1,46,11,4398
46328,KSRTC,23-02-20,Gadag,Tumakuru,5,3,60,8,48,12,3617
50461,KSRTC,23-02-20,Kolar,DakshinaKannada,5,10,58,1,46,11,3919
51867,KSRTC,23-02-20,Gadag,Udupi,4,5,60,2,48,12,3895
55379,KSRTC,23-02-20,DakshinaKannada,Chitradurga,2,6,60,6,48,12,3411
55534,KSRTC,23-02-20,Ramanagara,Kodagu,3,6,55,6,44,11,4076
59979,KSRTC,23-02-20,Bagalkot,Hassan,2,2,58,6,46,11,3171
60595,KSRTC,23-02-20,Kolar,Haveri,4,5,59,8,47,11,3665
62936,KSRTC,23-02-20,Ramanagara,Karwar,3,8,58,6,46,11,3700
65404,KSRTC,23-02-20,Bengaluru,Ballari,1,2,55,2,44,11,4049
75013,KSRTC,23-02-20,Mandya,Shivamogga,5,7,56,3,44,11,3332
77032,KSRTC,23-02-20,Bengaluru,Chikballapur,2,7,59,8,47,11,3367
78483,KSRTC,23-02-20,Udupi,Kolar,3,5,55,1,44,11,3812
79874,KSRTC,23-02-20,Gulbarga,Dharwad,5,2,56,1,44,11,3436
80974,KSRTC,23-02-20,Bengaluru,Davangere,4,8,58,3,46,11,4036
81008,KSRTC,23-02-20,Raichur,Dharwad,2,10,56,7,44,11,3592
82685,KSRTC,23-02-20,Ballari,Karwar,1,2,59,8,47,11,3938
82899,KSRTC,23-02-20,Ballari,Dharwad,3,6,57,7,45,11,3424
83325,KSRTC,23-02-20,Chamarajanagar,Dharwad,5,8,58,7,46,11,3557
705,KSRTC,24-02-20,Tumakuru,Bidar,3,9,58,8,46,11,4413
5043,KSRTC,24-02-20,Gulbarga,Kolar,4,7,58,5,46,11,3660
5853,KSRTC,24-02-20,Kolar,Dharwad,3,8,56,1,44,11,4002
6292,KSRTC,24-02-20,Davangere,Gulbarga,1,2,60,2,48,12,3088
12571,KSRTC,24-02-20,Gulbarga,Kodagu,2,6,57,2,45,11,4139
13620,KSRTC,24-02-20,Bagalkot,Bagalkot,2,7,60,5,48,12,3825
19917,KSRTC,24-02-20,Bidar,Belagavi,3,10,58,8,46,11,3775
20923,KSRTC,24-02-20,Tumakuru,Mandya,4,7,60,6,48,12,4242
27036,KSRTC,24-02-20,DakshinaKannada,Raichur,1,10,60,7,48,12,3559
27578,KSRTC,24-02-20,Belagavi,Karwar,4,10,56,4,44,11,4181
29787,KSRTC,24-02-20,Shivamogga,Haveri,2,5,55,7,44,11,3430
30015,KSRTC,24-02-20,Haveri,Mandya,1,10,58,8,46,11,3335
31255,KSRTC,24-02-20,Bidar,Bengaluru,3,9,57,6,45,11,3328
32530,KSRTC,24-02-20,Kodagu,Chikballapur,1,1,57,7,45,11,3852
34190,KSRTC,24-02-20,Raichur,Tumakuru,3,7,57,7,45,11,3185
35403,KSRTC,24-02-20,Mysuru,Dharwad,1,5,57,1,45,11,4193
38044,KSRTC,24-02-20,Karwar,Karwar,4,2,56,4,44,11,4004
40445,KSRTC,24-02-20,Mandya,DakshinaKannada,1,2,57,5,45,11,3179
41288,KSRTC,24-02-20,Bagalkot,Bengaluru,2,1,55,4,44,11,4448
48292,KSRTC,24-02-20,Kodagu,Kolar,5,2,59,3,47,11,4224
50616,KSRTC,24-02-20,Bengaluru,Chikballapur,2,2,55,7,44,11,3314
54235,KSRTC,24-02-20,Tumakuru,Gulbarga,2,5,59,8,47,11,4179
59236,KSRTC,24-02-20,Bengaluru,Mysuru,5,2,57,3,45,11,4454
59823,KSRTC,24-02-20,Koppal,Bengaluru,4,4,58,3,46,11,4308
61634,KSRTC,24-02-20,Koppal,Haveri,1,8,59,1,47,11,3309
63827,KSRTC,24-02-20,Haveri,Bidar,2,9,60,8,48,12,4087
67905,KSRTC,24-02-20,DakshinaKannada,Udupi,5,5,60,2,48,12,3248
68397,KSRTC,24-02-20,Haveri,Dharwad,3,9,56,3,44,11,3946
74343,KSRTC,24-02-20,Gulbarga,Ballari,3,5,60,6,48,12,4239
74989,KSRTC,24-02-20,DakshinaKannada,Belagavi,5,8,60,6,48,12,3322
75331,KSRTC,24-02-20,Bagalkot,Mysuru,4,9,59,6,47,11,4037
76043,KSRTC,24-02-20,Chikkamagaluru,Udupi,1,6,56,5,44,11,3204
76852,KSRTC,24-02-20,Chitradurga,Gulbarga,4,4,60,1,48,12,3404
78391,KSRTC,24-02-20,Bidar,Kolar,3,2,57,5,45,11,4016
78560,KSRTC,24-02-20,Karwar,Bidar,3,10,55,1,44,11,3722
81915,KSRTC,24-02-20,Bengaluru,Gulbarga,4,6,55,5,44,11,3520
82427,KSRTC,24-02-20,Kodagu,Hassan,1,7,56,7,44,11,4268
84802,KSRTC,24-02-20,Mandya,Ramanagara,2,2,56,3,44,11,3701
5693,KSRTC,25-02-20,Hassan,Chitradurga,1,6,56,1,44,11,3762
8658,KSRTC,25-02-20,Chitradurga,Bengaluru,5,2,60,5,48,12,3845
9601,KSRTC,25-02-20,Kolar,Ballari,4,5,58,1,46,11,3727
11703,KSRTC,25-02-20,DakshinaKannada,Gulbarga,2,5,56,3,44,11,3662
12214,KSRTC,25-02-20,Udupi,Shivamogga,1,2,55,4,44,11,4362
14405,KSRTC,25-02-20,Chikkamagaluru,Gulbarga,2,5,56,8,44,11,3914
14541,KSRTC,25-02-20,Haveri,Shivamogga,2,6,56,3,44,11,3645
17908,KSRTC,25-02-20,Karwar,Shivamogga,1,7,58,3,46,11,3724
24177,KSRTC,25-02-20,Bidar,Bidar,4,1,59,3,47,11,3130
26006,KSRTC,25-02-20,Gadag,Ballari,3,6,55,8,44,11,4288
28333,KSRTC,25-02-20,Udupi,Hassan,1,3,56,5,44,11,3256
30685,KSRTC,25-02-20,Bengaluru,Mysuru,3,4,55,2,44,11,3032
32975,KSRTC,25-02-20,Shivamogga,Bidar,4,2,60,5,48,12,3321
37239,KSRTC,25-02-20,DakshinaKannada,Belagavi,4,9,60,3,48,12,4083
47839,KSRTC,25-02-20,Chikballapur,Karwar,2,4,57,3,45,11,3700
47871,KSRTC,25-02-20,Mandya,Bijapur,4,3,60,5,48,12,3066
54933,KSRTC,25-02-20,Hassan,Ballari,5,5,60,3,48,12,3830
56595,KSRTC,25-02-20,Tumakuru,Kodagu,5,7,55,5,44,11,3907
63432,KSRTC,25-02-20,Ballari,Bengaluru,5,7,55,3,44,11,3253
63989,KSRTC,25-02-20,Mysuru,Dharwad,1,9,59,7,47,11,4019
66674,KSRTC,25-02-20,Bidar,Hassan,1,9,55,3,44,11,3275
73569,KSRTC,25-02-20,Bengaluru,Tumakuru,1,7,56,5,44,11,4261
73746,KSRTC,25-02-20,Gulbarga,Kolar,5,5,56,7,44,11,4317
75036,KSRTC,25-02-20,Belagavi,Gulbarga,2,6,60,1,48,12,3244
77962,KSRTC,25-02-20,Dharwad,Davangere,1,5,55,5,44,11,3056
78154,KSRTC,25-02-20,Shivamogga,Tumakuru,1,10,55,3,44,11,3423
78620,KSRTC,25-02-20,Tumakuru,Haveri,2,5,55,5,44,11,3771
78787,KSRTC,25-02-20,Chitradurga,Davangere,4,6,60,2,48,12,3402
79223,KSRTC,25-02-20,Chikballapur,Kodagu,3,4,57,7,45,11,3031
80182,KSRTC,25-02-20,Belagavi,Chikballapur,5,3,57,5,45,11,3879
80872,KSRTC,25-02-20,Raichur,Chamarajanagar,4,2,57,5,45,11,3279
81704,KSRTC,25-02-20,Ramanagara,Ramanagara,4,5,60,7,48,12,3689
85244,KSRTC,25-02-20,Bagalkot,Kodagu,1,10,58,4,46,11,3897
3140,KSRTC,26-02-20,Udupi,Gadag,1,6,57,3,45,11,3168
5876,KSRTC,26-02-20,Chitradurga,Tumakuru,1,7,56,5,44,11,3744
7697,KSRTC,26-02-20,Davangere,Chitradurga,3,5,60,8,48,12,3147
10216,KSRTC,26-02-20,Koppal,Haveri,4,3,57,1,45,11,3891
12212,KSRTC,26-02-20,Ramanagara,Haveri,2,8,60,7,48,12,3788
14617,KSRTC,26-02-20,Bijapur,Dharwad,2,5,55,6,44,11,3670
16608,KSRTC,26-02-20,Gadag,Mandya,5,10,60,3,48,12,3559
17905,KSRTC,26-02-20,Bidar,Belagavi,1,8,55,2,44,11,4106
18260,KSRTC,26-02-20,Bidar,Bagalkot,3,8,56,8,44,11,3684
19742,KSRTC,26-02-20,Bengaluru,Raichur,3,6,59,5,47,11,3497
20592,KSRTC,26-02-20,Chikballapur,Bidar,5,3,60,2,48,12,4121
22668,KSRTC,26-02-20,Shivamogga,Chikkamagaluru,4,7,60,3,48,12,3061
22697,KSRTC,26-02-20,Raichur,Karwar,5,2,58,8,46,11,4445
26842,KSRTC,26-02-20,Ramanagara,Gulbarga,5,9,60,1,48,12,3169
30550,KSRTC,26-02-20,Bengaluru,Mysuru,5,10,56,8,44,11,4488
32226,KSRTC,26-02-20,Karwar,Kodagu,5,10,56,2,44,11,3050
33067,KSRTC,26-02-20,Gadag,Yadgir,3,3,55,5,44,11,4337
37390,KSRTC,26-02-20,Chitradurga,Bagalkot,3,1,58,8,46,11,3209
38230,KSRTC,26-02-20,Kodagu,Chamarajanagar,3,2,56,2,44,11,3408
41891,KSRTC,26-02-20,Chamarajanagar,Mandya,5,4,58,8,46,11,3727
42628,KSRTC,26-02-20,Davangere,Mysuru,2,6,57,6,45,11,4379
42763,KSRTC,26-02-20,Gulbarga,Chikkamagaluru,2,9,57,7,45,11,3707
43551,KSRTC,26-02-20,Bagalkot,Ramanagara,2,3,57,3,45,11,3637
44375,KSRTC,26-02-20,Chikkamagaluru,Udupi,1,5,56,1,44,11,3068
45311,KSRTC,26-02-20,Chitradurga,Udupi,3,5,57,8,45,11,4269
46256,KSRTC,26-02-20,Kodagu,Kolar,2,8,58,6,46,11,3122
52663,KSRTC,26-02-20,Gulbarga,Ramanagara,1,9,56,6,44,11,4092
55041,KSRTC,26-02-20,Gadag,Bengaluru,4,7,56,5,44,11,4293
59001,KSRTC,26-02-20,Chikballapur,Bidar,1,6,58,8,46,11,3390
61590,KSRTC,26-02-20,Chikkamagaluru,Chikballapur,3,7,59,1,47,11,4426
65478,KSRTC,26-02-20,DakshinaKannada,Chitradurga,5,7,58,1,46,11,3635
65698,KSRTC,26-02-20,Gadag,Yadgir,2,8,60,8,48,12,4105
71783,KSRTC,26-02-20,Bagalkot,Chitradurga,4,9,58,7,46,11,4130
72247,KSRTC,26-02-20,Udupi,Bagalkot,2,10,59,3,47,11,4482
74390,KSRTC,26-02-20,Davangere,Ramanagara,5,4,58,4,46,11,3307
79376,KSRTC,26-02-20,DakshinaKannada,Kolar,2,3,56,2,44,11,3001
79707,KSRTC,26-02-20,DakshinaKannada,Yadgir,3,3,55,4,44,11,3871
82553,KSRTC,26-02-20,Davangere,Shivamogga,2,5,58,6,46,11,4076
46,KSRTC,27-02-20,Haveri,Gadag,2,3,60,7,48,12,3441
841,KSRTC,27-02-20,Ballari,Davangere,3,2,55,6,44,11,3652
5050,KSRTC,27-02-20,Karwar,Koppal,2,4,55,6,44,11,3461
5179,KSRTC,27-02-20,Davangere,Chamarajanagar,2,9,55,1,44,11,3733
5834,KSRTC,27-02-20,Bagalkot,Bengaluru,3,6,56,5,44,11,3148
9845,KSRTC,27-02-20,Mysuru,Mysuru,5,7,57,5,45,11,3907
